station_id,stationname,date,daytype,rides
40130,51st,10/28/22,W,497
40140,Dempster-Skokie,10/28/22,W,776
40150,Pulaski-Cermak,10/28/22,W,758
40160,LaSalle/Van Buren,10/28/22,W,1174
40170,Ashland-Lake,10/28/22,W,1477
40180,Oak Park-Forest Park,10/28/22,W,559
40190,Sox-35th-Dan Ryan,10/28/22,W,1651
40210,Damen-Cermak,10/28/22,W,1095
40220,Western-Forest Park,10/28/22,W,894
40230,Cumberland,10/28/22,W,1646
40240,79th,10/28/22,W,3124
40250,Kedzie-Homan-Forest Park,10/28/22,W,1056
40260,State/Lake,10/28/22,W,6242
40270,Main,10/28/22,W,518
40280,Central-Lake,10/28/22,W,1162
40290,Ashland/63rd,10/28/22,W,502
40300,Indiana,10/28/22,W,318
40310,Western-Orange,10/28/22,W,2436
40320,Division/Milwaukee,10/28/22,W,3089
40330,Grand/State,10/28/22,W,5176
40340,Berwyn,10/28/22,W,0
40350,UIC-Halsted,10/28/22,W,4528
40360,Southport,10/28/22,W,1642
40370,Washington/Dearborn,10/28/22,W,6194
40380,Clark/Lake,10/28/22,W,6997
40390,Forest Park,10/28/22,W,1185
40400,Noyes,10/28/22,W,687
40420,Cicero-Cermak,10/28/22,W,737
40430,Clinton-Forest Park,10/28/22,W,1421
40440,California-Cermak,10/28/22,W,984
40450,95th/Dan Ryan,10/28/22,W,4842
40460,Merchandise Mart,10/28/22,W,2628
40470,Racine,10/28/22,W,1360
40480,Cicero-Lake,10/28/22,W,707
40490,Grand/Milwaukee,10/28/22,W,1625
40510,Garfield-South Elevated,10/28/22,W,563
40520,Foster,10/28/22,W,586
40530,Diversey,10/28/22,W,2699
40540,Wilson,10/28/22,W,5041
40550,Irving Park-O'Hare,10/28/22,W,2045
40560,Jackson/State,10/28/22,W,3021
40570,California/Milwaukee,10/28/22,W,2605
40580,54th/Cermak,10/28/22,W,1522
40590,Damen/Milwaukee,10/28/22,W,3268
40600,Kostner,10/28/22,W,258
40610,Ridgeland,10/28/22,W,526
40630,Clark/Division,10/28/22,W,4366
40650,North/Clybourn,10/28/22,W,2835
40660,Armitage,10/28/22,W,2484
40670,Western/Milwaukee,10/28/22,W,2659
40680,Adams/Wabash,10/28/22,W,3776
40690,Dempster,10/28/22,W,441
40700,Laramie,10/28/22,W,529
40710,Chicago/Franklin,10/28/22,W,3369
40720,East 63rd-Cottage Grove,10/28/22,W,459
40730,Washington/Wells,10/28/22,W,2871
40740,Western-Cermak,10/28/22,W,799
40750,Harlem-O'Hare,10/28/22,W,1490
40760,Granville,10/28/22,W,2784
40770,Lawrence,10/28/22,W,0
40780,Central Park,10/28/22,W,665
40790,Monroe/Dearborn,10/28/22,W,2763
40800,Sedgwick,10/28/22,W,2146
40810,Medical Center,10/28/22,W,1663
40820,Rosemont,10/28/22,W,3316
40830,18th,10/28/22,W,1257
40840,South Boulevard,10/28/22,W,334
40850,Library,10/28/22,W,2279
40870,Francisco,10/28/22,W,765
40880,Thorndale,10/28/22,W,1523
40890,O'Hare Airport,10/28/22,W,8156
40900,Howard,10/28/22,W,3064
40910,63rd-Dan Ryan,10/28/22,W,1348
40920,Pulaski-Forest Park,10/28/22,W,911
40930,Midway Airport,10/28/22,W,5120
40940,Halsted/63rd,10/28/22,W,240
40960,Pulaski-Orange,10/28/22,W,3087
40970,Cicero-Forest Park,10/28/22,W,652
40980,Harlem-Forest Park,10/28/22,W,445
40990,69th,10/28/22,W,2052
41000,Cermak-Chinatown,10/28/22,W,2633
41010,Rockwell,10/28/22,W,778
41020,Logan Square,10/28/22,W,3567
41030,Polk,10/28/22,W,1993
41040,Kedzie-Cermak,10/28/22,W,662
41050,Linden,10/28/22,W,408
41060,Ashland-Orange,10/28/22,W,1117
41070,Kedzie-Lake,10/28/22,W,736
41080,47th-South Elevated,10/28/22,W,550
41090,Monroe/State,10/28/22,W,3018
41120,35-Bronzeville-IIT,10/28/22,W,1054
41130,Halsted-Orange,10/28/22,W,1669
41140,King Drive,10/28/22,W,224
41150,Kedzie-Midway,10/28/22,W,2341
41160,Clinton-Lake,10/28/22,W,1902
41170,Garfield-Dan Ryan,10/28/22,W,1614
41180,Kedzie-Brown,10/28/22,W,1176
41190,Jarvis,10/28/22,W,938
41200,Argyle,10/28/22,W,2449
41210,Wellington,10/28/22,W,1520
41220,Fullerton,10/28/22,W,7851
41230,47th-Dan Ryan,10/28/22,W,1399
41240,Addison-O'Hare,10/28/22,W,1515
41250,Central-Evanston,10/28/22,W,394
41260,Austin-Lake,10/28/22,W,953
41270,43rd,10/28/22,W,542
41280,Jefferson Park,10/28/22,W,3599
41290,Kimball,10/28/22,W,2399
41300,Loyola,10/28/22,W,4057
41310,Paulina,10/28/22,W,1494
41320,Belmont-North Main,10/28/22,W,6553
41330,Montrose-O'Hare,10/28/22,W,1267
41340,LaSalle,10/28/22,W,1785
41350,Oak Park-Lake,10/28/22,W,607
41360,California-Lake,10/28/22,W,643
41380,Bryn Mawr,10/28/22,W,2097
41400,Roosevelt,10/28/22,W,6170
41410,Chicago/Milwaukee,10/28/22,W,2129
41420,Addison-North Main,10/28/22,W,3589
41430,87th,10/28/22,W,1948
41440,Addison-Brown,10/28/22,W,1050
41450,Chicago/State,10/28/22,W,6940
41460,Irving Park-Brown,10/28/22,W,1459
41480,Western-Brown,10/28/22,W,1983
41490,Harrison,10/28/22,W,2482
41500,Montrose-Brown,10/28/22,W,1162
41510,Morgan-Lake,10/28/22,W,2446
41660,Lake/State,10/28/22,W,8492
41670,Conservatory,10/28/22,W,576
41680,Oakton-Skokie,10/28/22,W,461
41690,Cermak-McCormick Place,10/28/22,W,925
41700,Washington/Wabash,10/28/22,W,6050
40010,Austin-Forest Park,10/29/22,A,363
40020,Harlem-Lake,10/29/22,A,1199
40030,Pulaski-Lake,10/29/22,A,425
40040,Quincy/Wells,10/29/22,A,1216
40050,Davis,10/29/22,A,1214
40060,Belmont-O'Hare,10/29/22,A,1853
40070,Jackson/Dearborn,10/29/22,A,1780
40080,Sheridan,10/29/22,A,2245
40090,Damen-Brown,10/29/22,A,1000
40100,Morse,10/29/22,A,1828
40120,35th/Archer,10/29/22,A,1041
40130,51st,10/29/22,A,341
40140,Dempster-Skokie,10/29/22,A,433
40150,Pulaski-Cermak,10/29/22,A,504
40160,LaSalle/Van Buren,10/29/22,A,438
40170,Ashland-Lake,10/29/22,A,1307
40180,Oak Park-Forest Park,10/29/22,A,211
40190,Sox-35th-Dan Ryan,10/29/22,A,1140
40210,Damen-Cermak,10/29/22,A,799
40220,Western-Forest Park,10/29/22,A,553
40230,Cumberland,10/29/22,A,1010
40240,79th,10/29/22,A,2147
40250,Kedzie-Homan-Forest Park,10/29/22,A,639
40260,State/Lake,10/29/22,A,5848
40270,Main,10/29/22,A,458
40280,Central-Lake,10/29/22,A,819
40290,Ashland/63rd,10/29/22,A,333
40300,Indiana,10/29/22,A,225
40310,Western-Orange,10/29/22,A,1307
40320,Division/Milwaukee,10/29/22,A,2071
40330,Grand/State,10/29/22,A,5610
40340,Berwyn,10/29/22,A,0
40350,UIC-Halsted,10/29/22,A,1425
40360,Southport,10/29/22,A,1539
40370,Washington/Dearborn,10/29/22,A,4223
40380,Clark/Lake,10/29/22,A,4464
40390,Forest Park,10/29/22,A,702
40400,Noyes,10/29/22,A,487
40420,Cicero-Cermak,10/29/22,A,575
40430,Clinton-Forest Park,10/29/22,A,773
40440,California-Cermak,10/29/22,A,675
40450,95th/Dan Ryan,10/29/22,A,3107
40460,Merchandise Mart,10/29/22,A,1626
40470,Racine,10/29/22,A,619
40480,Cicero-Lake,10/29/22,A,448
40490,Grand/Milwaukee,10/29/22,A,1181
40510,Garfield-South Elevated,10/29/22,A,434
40520,Foster,10/29/22,A,473
40530,Diversey,10/29/22,A,1929
40540,Wilson,10/29/22,A,3718
40550,Irving Park-O'Hare,10/29/22,A,1367
40560,Jackson/State,10/29/22,A,2206
40570,California/Milwaukee,10/29/22,A,1862
40580,54th/Cermak,10/29/22,A,956
40590,Damen/Milwaukee,10/29/22,A,2607
40600,Kostner,10/29/22,A,156
40610,Ridgeland,10/29/22,A,242
40630,Clark/Division,10/29/22,A,3883
40650,North/Clybourn,10/29/22,A,2619
40660,Armitage,10/29/22,A,1739
40670,Western/Milwaukee,10/29/22,A,1782
40680,Adams/Wabash,10/29/22,A,2158
40690,Dempster,10/29/22,A,399
40700,Laramie,10/29/22,A,287
40710,Chicago/Franklin,10/29/22,A,2148
40720,East 63rd-Cottage Grove,10/29/22,A,350
40730,Washington/Wells,10/29/22,A,749
40740,Western-Cermak,10/29/22,A,524
40750,Harlem-O'Hare,10/29/22,A,743
40760,Granville,10/29/22,A,2359
40770,Lawrence,10/29/22,A,0
40780,Central Park,10/29/22,A,423
40790,Monroe/Dearborn,10/29/22,A,1183
40800,Sedgwick,10/29/22,A,1755
40810,Medical Center,10/29/22,A,798
40820,Rosemont,10/29/22,A,2204
40830,18th,10/29/22,A,1434
40840,South Boulevard,10/29/22,A,201
40850,Library,10/29/22,A,1491
40870,Francisco,10/29/22,A,577
40880,Thorndale,10/29/22,A,1357
40890,O'Hare Airport,10/29/22,A,5726
40900,Howard,10/29/22,A,2194
40910,63rd-Dan Ryan,10/29/22,A,825
40920,Pulaski-Forest Park,10/29/22,A,712
40930,Midway Airport,10/29/22,A,2561
40940,Halsted/63rd,10/29/22,A,192
40960,Pulaski-Orange,10/29/22,A,1407
40970,Cicero-Forest Park,10/29/22,A,467
40980,Harlem-Forest Park,10/29/22,A,219
40990,69th,10/29/22,A,1559
41000,Cermak-Chinatown,10/29/22,A,3021
41010,Rockwell,10/29/22,A,624
41020,Logan Square,10/29/22,A,2444
41030,Polk,10/29/22,A,541
41040,Kedzie-Cermak,10/29/22,A,450
41050,Linden,10/29/22,A,262
41060,Ashland-Orange,10/29/22,A,664
41070,Kedzie-Lake,10/29/22,A,445
41080,47th-South Elevated,10/29/22,A,396
41090,Monroe/State,10/29/22,A,2428
41120,35-Bronzeville-IIT,10/29/22,A,807
41130,Halsted-Orange,10/29/22,A,832
41140,King Drive,10/29/22,A,139
41150,Kedzie-Midway,10/29/22,A,1220
41160,Clinton-Lake,10/29/22,A,1019
41170,Garfield-Dan Ryan,10/29/22,A,1152
41180,Kedzie-Brown,10/29/22,A,868
41190,Jarvis,10/29/22,A,825
41200,Argyle,10/29/22,A,2190
41210,Wellington,10/29/22,A,1018
41220,Fullerton,10/29/22,A,6550
41230,47th-Dan Ryan,10/29/22,A,945
41240,Addison-O'Hare,10/29/22,A,817
41250,Central-Evanston,10/29/22,A,212
41260,Austin-Lake,10/29/22,A,553
41270,43rd,10/29/22,A,303
41280,Jefferson Park,10/29/22,A,2278
41290,Kimball,10/29/22,A,1700
41300,Loyola,10/29/22,A,3319
41310,Paulina,10/29/22,A,1123
41320,Belmont-North Main,10/29/22,A,6634
41330,Montrose-O'Hare,10/29/22,A,732
41340,LaSalle,10/29/22,A,966
41350,Oak Park-Lake,10/29/22,A,385
41360,California-Lake,10/29/22,A,310
41380,Bryn Mawr,10/29/22,A,1859
41400,Roosevelt,10/29/22,A,4917
41410,Chicago/Milwaukee,10/29/22,A,1313
41420,Addison-North Main,10/29/22,A,4035
41430,87th,10/29/22,A,1326
41440,Addison-Brown,10/29/22,A,662
41450,Chicago/State,10/29/22,A,5814
41460,Irving Park-Brown,10/29/22,A,946
41480,Western-Brown,10/29/22,A,1529
41490,Harrison,10/29/22,A,2064
41500,Montrose-Brown,10/29/22,A,876
41510,Morgan-Lake,10/29/22,A,2254
41660,Lake/State,10/29/22,A,7478
41670,Conservatory,10/29/22,A,509
41680,Oakton-Skokie,10/29/22,A,245
41690,Cermak-McCormick Place,10/29/22,A,763
41700,Washington/Wabash,10/29/22,A,4534
40010,Austin-Forest Park,10/30/22,U,310
40020,Harlem-Lake,10/30/22,U,825
40030,Pulaski-Lake,10/30/22,U,308
40040,Quincy/Wells,10/30/22,U,967
40050,Davis,10/30/22,U,763
40060,Belmont-O'Hare,10/30/22,U,1311
40070,Jackson/Dearborn,10/30/22,U,1210
40080,Sheridan,10/30/22,U,1406
40090,Damen-Brown,10/30/22,U,549
40100,Morse,10/30/22,U,1339
40120,35th/Archer,10/30/22,U,647
40130,51st,10/30/22,U,271
40140,Dempster-Skokie,10/30/22,U,305
40150,Pulaski-Cermak,10/30/22,U,327
40160,LaSalle/Van Buren,10/30/22,U,260
40170,Ashland-Lake,10/30/22,U,724
40180,Oak Park-Forest Park,10/30/22,U,153
40190,Sox-35th-Dan Ryan,10/30/22,U,770
40210,Damen-Cermak,10/30/22,U,517
40220,Western-Forest Park,10/30/22,U,515
40230,Cumberland,10/30/22,U,718
40240,79th,10/30/22,U,1599
40250,Kedzie-Homan-Forest Park,10/30/22,U,553
40260,State/Lake,10/30/22,U,3785
40270,Main,10/30/22,U,284
40280,Central-Lake,10/30/22,U,576
40290,Ashland/63rd,10/30/22,U,251
40300,Indiana,10/30/22,U,154
40310,Western-Orange,10/30/22,U,902
40320,Division/Milwaukee,10/30/22,U,1564
40330,Grand/State,10/30/22,U,4094
40340,Berwyn,10/30/22,U,0
40350,UIC-Halsted,10/30/22,U,1045
40360,Southport,10/30/22,U,987
40370,Washington/Dearborn,10/30/22,U,3199
40380,Clark/Lake,10/30/22,U,3260
40390,Forest Park,10/30/22,U,491
40400,Noyes,10/30/22,U,218
40420,Cicero-Cermak,10/30/22,U,436
40430,Clinton-Forest Park,10/30/22,U,764
40440,California-Cermak,10/30/22,U,381
40450,95th/Dan Ryan,10/30/22,U,2423
40460,Merchandise Mart,10/30/22,U,844
40470,Racine,10/30/22,U,490
40480,Cicero-Lake,10/30/22,U,324
40490,Grand/Milwaukee,10/30/22,U,877
40510,Garfield-South Elevated,10/30/22,U,308
40520,Foster,10/30/22,U,233
40530,Diversey,10/30/22,U,1184
40540,Wilson,10/30/22,U,2621
40550,Irving Park-O'Hare,10/30/22,U,937
40560,Jackson/State,10/30/22,U,1372
40570,California/Milwaukee,10/30/22,U,1382
40580,54th/Cermak,10/30/22,U,624
40590,Damen/Milwaukee,10/30/22,U,2099
40600,Kostner,10/30/22,U,98
40610,Ridgeland,10/30/22,U,138
40630,Clark/Division,10/30/22,U,2524
40650,North/Clybourn,10/30/22,U,1902
40660,Armitage,10/30/22,U,980
40670,Western/Milwaukee,10/30/22,U,1206
40680,Adams/Wabash,10/30/22,U,1324
40690,Dempster,10/30/22,U,233
40700,Laramie,10/30/22,U,283
40710,Chicago/Franklin,10/30/22,U,1361
40720,East 63rd-Cottage Grove,10/30/22,U,228
40730,Washington/Wells,10/30/22,U,533
40740,Western-Cermak,10/30/22,U,421
40750,Harlem-O'Hare,10/30/22,U,522
40760,Granville,10/30/22,U,1397
40770,Lawrence,10/30/22,U,0
40780,Central Park,10/30/22,U,297
40790,Monroe/Dearborn,10/30/22,U,887
40800,Sedgwick,10/30/22,U,1029
40810,Medical Center,10/30/22,U,528
40820,Rosemont,10/30/22,U,1624
40830,18th,10/30/22,U,707
40840,South Boulevard,10/30/22,U,146
40850,Library,10/30/22,U,823
40870,Francisco,10/30/22,U,359
40880,Thorndale,10/30/22,U,876
40890,O'Hare Airport,10/30/22,U,6045
40900,Howard,10/30/22,U,1664
40910,63rd-Dan Ryan,10/30/22,U,774
40920,Pulaski-Forest Park,10/30/22,U,582
40930,Midway Airport,10/30/22,U,1895
40940,Halsted/63rd,10/30/22,U,118
40960,Pulaski-Orange,10/30/22,U,1002
40970,Cicero-Forest Park,10/30/22,U,362
40980,Harlem-Forest Park,10/30/22,U,152
40990,69th,10/30/22,U,1108
41000,Cermak-Chinatown,10/30/22,U,2255
41010,Rockwell,10/30/22,U,367
41020,Logan Square,10/30/22,U,2340
41030,Polk,10/30/22,U,442
41040,Kedzie-Cermak,10/30/22,U,340
41050,Linden,10/30/22,U,169
41060,Ashland-Orange,10/30/22,U,513
41070,Kedzie-Lake,10/30/22,U,312
41080,47th-South Elevated,10/30/22,U,279
41090,Monroe/State,10/30/22,U,1282
41120,35-Bronzeville-IIT,10/30/22,U,455
41130,Halsted-Orange,10/30/22,U,559
41140,King Drive,10/30/22,U,98
41150,Kedzie-Midway,10/30/22,U,826
41160,Clinton-Lake,10/30/22,U,695
41170,Garfield-Dan Ryan,10/30/22,U,679
41180,Kedzie-Brown,10/30/22,U,591
41190,Jarvis,10/30/22,U,586
41200,Argyle,10/30/22,U,1626
41210,Wellington,10/30/22,U,601
41220,Fullerton,10/30/22,U,4457
41230,47th-Dan Ryan,10/30/22,U,701
41240,Addison-O'Hare,10/30/22,U,506
41250,Central-Evanston,10/30/22,U,158
41260,Austin-Lake,10/30/22,U,413
41270,43rd,10/30/22,U,210
41280,Jefferson Park,10/30/22,U,1680
41290,Kimball,10/30/22,U,1205
41300,Loyola,10/30/22,U,2004
41310,Paulina,10/30/22,U,642
41320,Belmont-North Main,10/30/22,U,4980
41330,Montrose-O'Hare,10/30/22,U,532
41340,LaSalle,10/30/22,U,845
41350,Oak Park-Lake,10/30/22,U,255
41360,California-Lake,10/30/22,U,262
41380,Bryn Mawr,10/30/22,U,1174
41400,Roosevelt,10/30/22,U,3642
41410,Chicago/Milwaukee,10/30/22,U,963
41420,Addison-North Main,10/30/22,U,3661
41430,87th,10/30/22,U,921
41440,Addison-Brown,10/30/22,U,421
41450,Chicago/State,10/30/22,U,3908
41460,Irving Park-Brown,10/30/22,U,639
41480,Western-Brown,10/30/22,U,1008
41490,Harrison,10/30/22,U,1348
41500,Montrose-Brown,10/30/22,U,544
41510,Morgan-Lake,10/30/22,U,1614
41660,Lake/State,10/30/22,U,4590
41670,Conservatory,10/30/22,U,325
41680,Oakton-Skokie,10/30/22,U,133
41690,Cermak-McCormick Place,10/30/22,U,431
41700,Washington/Wabash,10/30/22,U,2661
40010,Austin-Forest Park,10/31/22,W,729
40020,Harlem-Lake,10/31/22,W,1600
40030,Pulaski-Lake,10/31/22,W,588
40040,Quincy/Wells,10/31/22,W,3028
40050,Davis,10/31/22,W,1333
40060,Belmont-O'Hare,10/31/22,W,2693
40070,Jackson/Dearborn,10/31/22,W,3312
40080,Sheridan,10/31/22,W,2193
40090,Damen-Brown,10/31/22,W,1372
40100,Morse,10/31/22,W,2090
40120,35th/Archer,10/31/22,W,1628
40130,51st,10/31/22,W,445
40140,Dempster-Skokie,10/31/22,W,715
40150,Pulaski-Cermak,10/31/22,W,610
40160,LaSalle/Van Buren,10/31/22,W,1161
40170,Ashland-Lake,10/31/22,W,1245
40180,Oak Park-Forest Park,10/31/22,W,575
40190,Sox-35th-Dan Ryan,10/31/22,W,1575
40210,Damen-Cermak,10/31/22,W,930
40220,Western-Forest Park,10/31/22,W,776
40230,Cumberland,10/31/22,W,1626
40240,79th,10/31/22,W,2731
40250,Kedzie-Homan-Forest Park,10/31/22,W,921
40260,State/Lake,10/31/22,W,5391
40270,Main,10/31/22,W,418
40280,Central-Lake,10/31/22,W,1097
40290,Ashland/63rd,10/31/22,W,427
40300,Indiana,10/31/22,W,288
40310,Western-Orange,10/31/22,W,2243
40320,Division/Milwaukee,10/31/22,W,2677
40330,Grand/State,10/31/22,W,3655
40340,Berwyn,10/31/22,W,0
40350,UIC-Halsted,10/31/22,W,4582
40360,Southport,10/31/22,W,1492
40370,Washington/Dearborn,10/31/22,W,5525
40380,Clark/Lake,10/31/22,W,6374
40390,Forest Park,10/31/22,W,1179
40400,Noyes,10/31/22,W,474
40420,Cicero-Cermak,10/31/22,W,693
40430,Clinton-Forest Park,10/31/22,W,1374
40440,California-Cermak,10/31/22,W,887
40450,95th/Dan Ryan,10/31/22,W,4334
40460,Merchandise Mart,10/31/22,W,2754
40470,Racine,10/31/22,W,1209
40480,Cicero-Lake,10/31/22,W,522
40490,Grand/Milwaukee,10/31/22,W,1243
40510,Garfield-South Elevated,10/31/22,W,553
40520,Foster,10/31/22,W,373
40530,Diversey,10/31/22,W,2428
40540,Wilson,10/31/22,W,4370
40550,Irving Park-O'Hare,10/31/22,W,1883
40560,Jackson/State,10/31/22,W,3642
40570,California/Milwaukee,10/31/22,W,2338
40580,54th/Cermak,10/31/22,W,1346
40590,Damen/Milwaukee,10/31/22,W,2528
40600,Kostner,10/31/22,W,269
40610,Ridgeland,10/31/22,W,567
40630,Clark/Division,10/31/22,W,3629
40650,North/Clybourn,10/31/22,W,2481
40660,Armitage,10/31/22,W,2303
40670,Western/Milwaukee,10/31/22,W,2233
40680,Adams/Wabash,10/31/22,W,4065
40690,Dempster,10/31/22,W,311
40700,Laramie,10/31/22,W,549
40710,Chicago/Franklin,10/31/22,W,3119
40720,East 63rd-Cottage Grove,10/31/22,W,425
40730,Washington/Wells,10/31/22,W,3480
40740,Western-Cermak,10/31/22,W,721
40750,Harlem-O'Hare,10/31/22,W,1414
40760,Granville,10/31/22,W,2106
40770,Lawrence,10/31/22,W,0
40780,Central Park,10/31/22,W,627
40790,Monroe/Dearborn,10/31/22,W,2729
40800,Sedgwick,10/31/22,W,1881
40810,Medical Center,10/31/22,W,1562
40820,Rosemont,10/31/22,W,2912
40830,18th,10/31/22,W,1102
40840,South Boulevard,10/31/22,W,299
40850,Library,10/31/22,W,2677
40870,Francisco,10/31/22,W,757
40880,Thorndale,10/31/22,W,1437
40890,O'Hare Airport,10/31/22,W,6665
40900,Howard,10/31/22,W,2632
40910,63rd-Dan Ryan,10/31/22,W,1123
40920,Pulaski-Forest Park,10/31/22,W,839
40930,Midway Airport,10/31/22,W,4397
40940,Halsted/63rd,10/31/22,W,287
40960,Pulaski-Orange,10/31/22,W,2971
40970,Cicero-Forest Park,10/31/22,W,627
40980,Harlem-Forest Park,10/31/22,W,388
40990,69th,10/31/22,W,1878
41000,Cermak-Chinatown,10/31/22,W,1823
41010,Rockwell,10/31/22,W,759
41020,Logan Square,10/31/22,W,3167
41030,Polk,10/31/22,W,1990
41040,Kedzie-Cermak,10/31/22,W,676
41050,Linden,10/31/22,W,302
41060,Ashland-Orange,10/31/22,W,1034
41070,Kedzie-Lake,10/31/22,W,667
41080,47th-South Elevated,10/31/22,W,474
41090,Monroe/State,10/31/22,W,2901
41120,35-Bronzeville-IIT,10/31/22,W,943
41130,Halsted-Orange,10/31/22,W,1622
41140,King Drive,10/31/22,W,202
41150,Kedzie-Midway,10/31/22,W,2168
41160,Clinton-Lake,10/31/22,W,1778
41170,Garfield-Dan Ryan,10/31/22,W,1335
41180,Kedzie-Brown,10/31/22,W,1028
41190,Jarvis,10/31/22,W,828
41200,Argyle,10/31/22,W,2058
41210,Wellington,10/31/22,W,1368
41220,Fullerton,10/31/22,W,7844
41230,47th-Dan Ryan,10/31/22,W,1181
41240,Addison-O'Hare,10/31/22,W,1271
41250,Central-Evanston,10/31/22,W,378
41260,Austin-Lake,10/31/22,W,951
41270,43rd,10/31/22,W,436
41280,Jefferson Park,10/31/22,W,3412
41290,Kimball,10/31/22,W,2160
41300,Loyola,10/31/22,W,3006
41310,Paulina,10/31/22,W,1235
41320,Belmont-North Main,10/31/22,W,6199
41330,Montrose-O'Hare,10/31/22,W,1139
41340,LaSalle,10/31/22,W,1799
41350,Oak Park-Lake,10/31/22,W,574
41360,California-Lake,10/31/22,W,591
41380,Bryn Mawr,10/31/22,W,1926
41400,Roosevelt,10/31/22,W,5455
41410,Chicago/Milwaukee,10/31/22,W,1931
41420,Addison-North Main,10/31/22,W,3439
41430,87th,10/31/22,W,1633
41440,Addison-Brown,10/31/22,W,993
41450,Chicago/State,10/31/22,W,5814
41460,Irving Park-Brown,10/31/22,W,1261
41480,Western-Brown,10/31/22,W,1855
41490,Harrison,10/31/22,W,2065
41500,Montrose-Brown,10/31/22,W,1154
41510,Morgan-Lake,10/31/22,W,1955
41660,Lake/State,10/31/22,W,7316
41670,Conservatory,10/31/22,W,440
41680,Oakton-Skokie,10/31/22,W,494
41690,Cermak-McCormick Place,10/31/22,W,741
41700,Washington/Wabash,10/31/22,W,5111
40010,Austin-Forest Park,11/1/22,W,871
40020,Harlem-Lake,11/1/22,W,1806
40030,Pulaski-Lake,11/1/22,W,699
40040,Quincy/Wells,11/1/22,W,4529
40050,Davis,11/1/22,W,1575
40060,Belmont-O'Hare,11/1/22,W,3123
40070,Jackson/Dearborn,11/1/22,W,3823
40080,Sheridan,11/1/22,W,2549
40090,Damen-Brown,11/1/22,W,1639
40100,Morse,11/1/22,W,2271
40120,35th/Archer,11/1/22,W,1867
40130,51st,11/1/22,W,533
40140,Dempster-Skokie,11/1/22,W,801
40150,Pulaski-Cermak,11/1/22,W,735
40160,LaSalle/Van Buren,11/1/22,W,1699
40170,Ashland-Lake,11/1/22,W,1720
40180,Oak Park-Forest Park,11/1/22,W,713
40190,Sox-35th-Dan Ryan,11/1/22,W,1800
40210,Damen-Cermak,11/1/22,W,1109
40220,Western-Forest Park,11/1/22,W,928
40230,Cumberland,11/1/22,W,1916
40240,79th,11/1/22,W,3077
40250,Kedzie-Homan-Forest Park,11/1/22,W,981
40260,State/Lake,11/1/22,W,6776
40270,Main,11/1/22,W,493
40280,Central-Lake,11/1/22,W,1172
40290,Ashland/63rd,11/1/22,W,489
40300,Indiana,11/1/22,W,341
40310,Western-Orange,11/1/22,W,2124
40320,Division/Milwaukee,11/1/22,W,3479
40330,Grand/State,11/1/22,W,4112
40340,Berwyn,11/1/22,W,0
40350,UIC-Halsted,11/1/22,W,4576
40360,Southport,11/1/22,W,2036
40370,Washington/Dearborn,11/1/22,W,6440
40380,Clark/Lake,11/1/22,W,8616
40390,Forest Park,11/1/22,W,1346
40400,Noyes,11/1/22,W,558
40420,Cicero-Cermak,11/1/22,W,775
40430,Clinton-Forest Park,11/1/22,W,1856
40440,California-Cermak,11/1/22,W,1059
40450,95th/Dan Ryan,11/1/22,W,4942
40460,Merchandise Mart,11/1/22,W,3988
40470,Racine,11/1/22,W,1318
40480,Cicero-Lake,11/1/22,W,641
40490,Grand/Milwaukee,11/1/22,W,1591
40510,Garfield-South Elevated,11/1/22,W,627
40520,Foster,11/1/22,W,411
40530,Diversey,11/1/22,W,3289
40540,Wilson,11/1/22,W,4989
40550,Irving Park-O'Hare,11/1/22,W,2134
40560,Jackson/State,11/1/22,W,4283
40570,California/Milwaukee,11/1/22,W,2845
40580,54th/Cermak,11/1/22,W,1523
40590,Damen/Milwaukee,11/1/22,W,3348
40600,Kostner,11/1/22,W,290
40610,Ridgeland,11/1/22,W,678
40630,Clark/Division,11/1/22,W,4424
40650,North/Clybourn,11/1/22,W,2713
40660,Armitage,11/1/22,W,2804
40670,Western/Milwaukee,11/1/22,W,3130
40680,Adams/Wabash,11/1/22,W,4729
40690,Dempster,11/1/22,W,409
40700,Laramie,11/1/22,W,635
40710,Chicago/Franklin,11/1/22,W,3972
40720,East 63rd-Cottage Grove,11/1/22,W,477
40730,Washington/Wells,11/1/22,W,4992
40740,Western-Cermak,11/1/22,W,800
40750,Harlem-O'Hare,11/1/22,W,1705
40760,Granville,11/1/22,W,2097
40770,Lawrence,11/1/22,W,0
40780,Central Park,11/1/22,W,666
40790,Monroe/Dearborn,11/1/22,W,3568
40800,Sedgwick,11/1/22,W,2509
40810,Medical Center,11/1/22,W,1805
40820,Rosemont,11/1/22,W,3495
40830,18th,11/1/22,W,1198
40840,South Boulevard,11/1/22,W,381
40850,Library,11/1/22,W,2992
40870,Francisco,11/1/22,W,913
40880,Thorndale,11/1/22,W,1522
40890,O'Hare Airport,11/1/22,W,6587
40900,Howard,11/1/22,W,3020
40910,63rd-Dan Ryan,11/1/22,W,1306
40920,Pulaski-Forest Park,11/1/22,W,928
40930,Midway Airport,11/1/22,W,5310
40940,Halsted/63rd,11/1/22,W,310
40960,Pulaski-Orange,11/1/22,W,3430
40970,Cicero-Forest Park,11/1/22,W,745
40980,Harlem-Forest Park,11/1/22,W,474
40990,69th,11/1/22,W,2207
